logged_at,run_name,epoch,time,train_box_loss,train_class_loss,train_dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val_box_loss,val_class_loss,val_dfl_loss,lr/pg0,lr/pg1,lr/pg2,loss,val_loss,box_loss,class_loss,dfl_loss,stage,lr,checkpoint,train_source,batch,imgsz,notes
2026-03-25T02:29:33,L2,14,5855.06,1.38264,1.28065,0.0281,0.06277,0.71118,0.07952,0.04892,1.216,3.80508,0.02981,0.0287787,0.00959289,0.0287787,1.38264,5.05089,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,15,6256.91,1.35189,1.26387,0.02728,0.06381,0.64778,0.06768,0.04318,1.14466,4.05887,0.02777,0.0285867,0.00952889,0.0285867,1.35189,5.2313,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,16,6659.47,1.35104,1.27704,0.02706,0.10632,0.86841,0.14618,0.09403,1.14001,3.41023,0.02713,0.0283814,0.00946048,0.0283814,1.35104,4.577369999999999,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,17,7063.2,1.34536,1.23779,0.02707,0.05085,0.63245,0.06407,0.04099,1.1551,4.01486,0.02854,0.0281632,0.00938772,0.0281632,1.34536,5.198499999999999,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,18,7461.98,1.33543,1.18118,0.02685,0.09267,0.81119,0.10266,0.06732,1.11671,3.71896,0.02644,0.027932,0.00931067,0.027932,1.33543,4.86211,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,19,7863.48,1.31447,1.21512,0.02627,0.10112,0.66641,0.10989,0.07389,1.11023,3.80157,0.02663,0.0276883,0.00922942,0.0276883,1.31447,4.938429999999999,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,20,8263.91,1.29709,1.1937,0.0262,0.11397,0.70674,0.12145,0.0835,1.09743,3.89395,0.02644,0.0274321,0.00914405,0.0274321,1.29709,5.0178199999999995,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,21,8665.27,1.28928,1.12733,0.0258,0.07851,0.62669,0.07881,0.0504,1.12415,4.0985,0.02687,0.0271639,0.00905463,0.0271639,1.28928,5.2495199999999995,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,22,9068.82,1.30454,1.15161,0.02584,0.07026,0.58563,0.0612,0.04087,1.05627,4.14835,0.02468,0.0268838,0.00896127,0.0268838,1.30454,5.2293,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,23,9470.41,1.26538,1.11831,0.02534,0.09345,0.66045,0.11225,0.07544,1.07501,3.93762,0.02534,0.0265921,0.00886404,0.0265921,1.26538,5.03797,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,24,9876.51,1.25249,1.10769,0.02471,0.0756,0.64937,0.0878,0.05803,1.08396,3.9929,0.02563,0.0262891,0.00876305,0.0262891,1.25249,5.1024899999999995,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,25,10281.9,1.26771,1.10898,0.02521,0.10272,0.69831,0.10366,0.0716,1.05583,4.03875,0.02512,0.0259752,0.00865839,0.0259752,1.26771,5.119700000000001,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,26,10685.8,1.25527,1.07274,0.02472,0.09838,0.71952,0.09774,0.06789,1.02763,3.95886,0.02434,0.0256505,0.00855018,0.0256505,1.25527,5.0108299999999995,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,27,11087.6,1.23406,1.06073,0.02429,0.09122,0.75645,0.11043,0.07823,1.05119,3.82519,0.02509,0.0253155,0.00843851,0.0253155,1.23406,4.90147,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,28,11488.8,1.23808,1.06148,0.0244,0.09732,0.65648,0.11679,0.07822,1.01633,3.90336,0.02342,0.0249705,0.00832349,0.0249705,1.23808,4.94311,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,29,11890.8,1.22857,1.04779,0.02405,0.12025,0.79161,0.12901,0.09081,1.01299,3.86149,0.02372,0.0246157,0.00820525,0.0246157,1.22857,4.8982,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,30,12291.6,1.21876,1.03292,0.02402,0.08653,0.49004,0.07226,0.05243,0.98786,4.5012,0.02295,0.0242517,0.00808389,0.0242517,1.21876,5.51201,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,31,12692.8,1.20832,1.01021,0.02389,0.10699,0.59132,0.11044,0.0791,1.00808,4.17986,0.02357,0.0238786,0.00795954,0.0238786,1.20832,5.21151,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,32,13096.6,1.19921,0.99213,0.02372,0.07968,0.50637,0.07319,0.0501,0.98075,4.33005,0.02272,0.0234969,0.00783231,0.0234969,1.19921,5.33352,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,33,13499.5,1.19973,0.97783,0.02369,0.07083,0.4269,0.07183,0.04878,0.99519,4.29848,0.02308,0.023107,0.00770234,0.023107,1.19973,5.31675,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,34,13903.6,1.18348,0.97105,0.02325,0.09275,0.51173,0.0867,0.06037,0.98629,4.21715,0.023,0.0227093,0.00756976,0.0227093,1.18348,5.22644,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,35,14307.9,1.17848,0.9873,0.02292,0.08014,0.60679,0.09895,0.0695,0.9781,4.03231,0.02288,0.022304,0.00743468,0.022304,1.17848,5.03329,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,36,14709.2,1.16212,0.93682,0.0228,0.07566,0.39377,0.06659,0.04658,0.97949,4.51858,0.02277,0.0218918,0.00729725,0.0218918,1.16212,5.520840000000001,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,37,15110.5,1.16463,0.93235,0.02295,0.09153,0.61499,0.09938,0.07123,0.97549,4.13225,0.02255,0.0214728,0.00715761,0.0214728,1.16463,5.13029,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,38,15511.6,1.14128,0.93391,0.02235,0.11723,0.54965,0.10471,0.07568,0.96044,4.23493,0.02174,0.0210476,0.00701588,0.0210476,1.14128,5.217110000000001,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,39,15913.9,1.14578,0.90789,0.02232,0.09302,0.47926,0.08201,0.05774,0.97021,4.43361,0.0222,0.0206166,0.00687222,0.0206166,1.14578,5.426019999999999,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,40,16316.4,1.13543,0.91375,0.02196,0.08009,0.42274,0.07658,0.05467,0.93881,4.5153,0.02172,0.0201803,0.00672675,0.0201803,1.13543,5.47583,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,41,16722.0,1.111,0.88406,0.02152,0.07998,0.3637,0.07224,0.05056,0.93724,4.61763,0.0217,0.0197389,0.00657963,0.0197389,1.111,5.57657,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,42,17124.4,1.1096,0.8872,0.02141,0.11838,0.51789,0.10316,0.07726,0.91631,4.44098,0.02089,0.019293,0.00643101,0.019293,1.1096,5.3781799999999995,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,43,17526.4,1.10533,0.84231,0.02151,0.10335,0.47978,0.0917,0.0664,0.92323,4.44517,0.02111,0.018843,0.00628101,0.018843,1.10533,5.3895100000000005,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,44,17927.9,1.09207,0.87822,0.02149,0.08808,0.42021,0.06759,0.04825,0.90092,4.66456,0.02036,0.0183894,0.00612981,0.0183894,1.09207,5.58584,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,45,18330.7,1.09114,0.85734,0.02109,0.08555,0.45912,0.07074,0.05077,0.91782,4.73077,0.02104,0.0179326,0.00597754,0.0179326,1.09114,5.66963,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,46,18733.0,1.09191,0.843,0.02112,0.08929,0.39698,0.07346,0.0508,0.92562,4.59514,0.02085,0.0174731,0.00582435,0.0174731,1.09191,5.54161,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
2026-03-25T02:29:33,L2,47,19134.4,1.07183,0.84657,0.02074,0.09362,0.39077,0.07312,0.05138,0.93393,4.69738,0.02114,0.0170112,0.0056704,0.0170112,1.07183,5.65245,,,,L2,0.0001,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\training_logs\L2-YOLOV26-asianhornet2\weights\best.pt,E:\Git-Repository\MyAI-Projects\RPi-Vesp-Training2-PT-GPU-WIN\datasets\Detection-Asian-hornet.v2.yolo\data.yaml,4,"(512, 512)",YOLO26 baseline detect training Full
